Jahr;Monat;Typ;Elektrizitätserzeugung (brutto);;Elektrizitätserzeugung (netto);data_quality
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;5879;e;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;19120;e;17671;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;117;e;99;e
;;Heizöl, leicht;28727;e;25915;e
;;Heizöl, schwer;23449;e;21500;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;5081844;e;4933028;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1314348;e;1288660;e
;;Speicherwasser;59141;e;58622;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;90510;e;86582;e
;;Pumpspeicher ohne natürlichen Zufluss;491482;e;480586;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;3235;e;3235;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;380306;e;342731;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;75172;e;72875;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3717;e;3469;e
;;Deponiegas;5165;e;4945;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;11331;e;10417;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);73309;e;59736;e
;;Abfall (Hausmüll, Siedlungsabfälle);678777;e;530081;e
;;Kernenergie;8576546;e;8131420;e
;;Wärme;30895;e;29060;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;42929439;e;40129006;e
;März;Steinkohlen;11398489;e;10447268;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;14521065;e;13511093;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;6215;e;5657;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;23518;e;21753;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;42034;e;38599;e
;;Heizöl, schwer;30993;e;28518;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;4713417;e;4568078;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1435518;e;1406630;e
;;Speicherwasser;43009;e;42201;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;53135;e;50104;e
;;Pumpspeicher ohne natürlichen Zufluss;525582;e;514470;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;.;;.;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;367314;e;330093;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;79046;e;76729;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;4047;e;3770;e
;;Deponiegas;5824;e;5574;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;11156;e;10267;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);80844;e;64828;e
;;Abfall (Hausmüll, Siedlungsabfälle);765852;e;605423;e
;;Kernenergie;9368507;e;8876243;e
;;Wärme;51347;e;36645;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;44072492;e;41147783;e
;April;Steinkohlen;10572082;e;9696948;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12683797;e;11796631;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;6615;e;6025;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;22463;e;19997;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;54;e;53;e
;;Heizöl, leicht;42414;e;38715;e
;;Heizöl, schwer;36021;e;33145;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3274562;e;3163017;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1399066;e;1387600;e
;;Speicherwasser;51114;e;50635;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;.;;.;
;;Pumpspeicher ohne natürlichen Zufluss;513855;e;502079;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;.;;.;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;332877;e;299244;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;69949;e;67605;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3837;e;3525;e
;;Deponiegas;5248;e;5012;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;11940;e;10931;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);77121;e;62506;e
;;Abfall (Hausmüll, Siedlungsabfälle);774823;e;613959;e
;;Kernenergie;7342728;e;6951982;e
;;Wärme;50499;e;36015;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;37865871;e;35296760;e
;Mai;Steinkohlen;8668301;e;7936235;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;11727139;e;10891776;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;12247;e;10956;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;4;e;4;e
;;Heizöl, leicht;55447;e;50758;e
;;Heizöl, schwer;41330;e;37994;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2118188;e;2040653;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1564456;e;1543140;e
;;Speicherwasser;74473;e;74003;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;67416;e;65509;e
;;Pumpspeicher ohne natürlichen Zufluss;519997;e;508996;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;.;;.;
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;391084;e;353590;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;68334;e;66420;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;4054;e;3753;e
;;Deponiegas;5408;e;5185;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;9271;e;8464;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);91435;e;73743;e
;;Abfall (Hausmüll, Siedlungsabfälle);917323;e;744885;e
;;Kernenergie;6683107;e;6324281;e
;;Wärme;35210;e;27956;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;33460250;e;31144718;e
;Juni;Steinkohlen;7473659;e;6834430;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12090774;e;11228848;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;17999;e;16294;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;41;e;41;e
;;Heizöl, leicht;84539;e;76431;e
;;Heizöl, schwer;40021;e;36703;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2028536;e;1952257;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1444789;e;1426705;e
;;Speicherwasser;92875;e;92484;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;72782;e;70241;e
;;Pumpspeicher ohne natürlichen Zufluss;474360;e;466207;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;3321;e;3321;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;326756;e;298033;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;61125;e;58978;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3683;e;3419;e
;;Deponiegas;4978;e;4804;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;9796;e;8953;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);87650;e;70369;e
;;Abfall (Hausmüll, Siedlungsabfälle);825799;e;664491;e
;;Kernenergie;6966586;e;6595591;e
;;Wärme;30836;e;29033;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;32529066;e;30295808;e
;Juli;Steinkohlen;9218494;e;8464642;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;13112972;e;12201800;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;.;;.;
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;16994;e;15143;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;60427;e;55771;e
;;Heizöl, schwer;32187;e;29569;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;1967331;e;1892413;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1306782;e;1290368;e
;;Speicherwasser;66621;e;66352;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;30673;e;29809;e
;;Pumpspeicher ohne natürlichen Zufluss;403749;e;392255;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;6056;e;5297;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;341653;e;307863;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;60422;e;58111;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3884;e;3678;e
;;Deponiegas;4831;e;4616;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;11764;e;10764;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);93356;e;74299;e
;;Abfall (Hausmüll, Siedlungsabfälle);967870;e;777559;e
;;Kernenergie;6515038;e;6164300;e
;;Wärme;40432;e;37956;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;34643302;e;32235844;e
;August;Steinkohlen;8762736;e;8046809;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12118333;e;11254448;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;6124;e;5564;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;10256;e;8621;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;29394;e;26715;e
;;Heizöl, schwer;23962;e;22078;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;2061286;e;1983712;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1096201;e;1078565;e
;;Speicherwasser;46265;e;45894;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;23180;e;22219;e
;;Pumpspeicher ohne natürlichen Zufluss;415759;e;403599;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;8477;e;6457;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;377885;e;339507;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;60158;e;57855;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3545;e;3327;e
;;Deponiegas;4469;e;4261;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;11436;e;10502;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);84684;e;67318;e
;;Abfall (Hausmüll, Siedlungsabfälle);973556;e;773558;e
;;Kernenergie;7492365;e;7074267;e
;;Wärme;37163;e;34899;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;33993473;e;31590499;e
;September;Steinkohlen;9765467;e;8964095;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12651231;e;11768642;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;7891;e;7085;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;11907;e;10224;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;39;e;38;e
;;Heizöl, leicht;31305;e;28641;e
;;Heizöl, schwer;29565;e;26694;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;-;;-;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3001592;e;2906391;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1223235;e;1206510;e
;;Speicherwasser;60795;e;60526;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;42900;e;41783;e
;;Pumpspeicher ohne natürlichen Zufluss;461182;e;451260;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;8358;e;6557;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;356611;e;320532;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;64371;e;61921;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3142;e;2913;e
;;Deponiegas;4236;e;4063;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;7796;e;7178;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);69108;e;53569;e
;;Abfall (Hausmüll, Siedlungsabfälle);891552;e;701253;e
;;Kernenergie;8162540;e;7728647;e
;;Wärme;30499;e;28790;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;37340241;e;34807759;e
;Oktober;Steinkohlen;10187386;e;9384935;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;13378349;e;12423897;e
;;Hartbraunkohlen;-;;-;
;;Braunkohlenbriketts;4467;e;3943;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;17876;e;15948;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;46;e;44;e
;;Heizöl, leicht;58741;e;54109;e
;;Heizöl, schwer;51880;e;47859;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3258559;e;3157353;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1299244;e;1283504;e
;;Speicherwasser;57477;e;57168;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;38193;e;37026;e
;;Pumpspeicher ohne natürlichen Zufluss;475404;e;462846;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;7226;e;6132;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;381865;e;344961;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;77206;e;75064;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3366;e;3107;e
;;Deponiegas;4431;e;4218;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;8879;e;8220;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);72127;e;58015;e
;;Abfall (Hausmüll, Siedlungsabfälle);927594;e;734705;e
;;Kernenergie;8692848;e;8238231;e
;;Wärme;30606;e;28712;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;39512848;e;36872274;e
;November;Steinkohlen;11101420;e;10190795;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;13858929;e;12904026;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;9054;e;8068;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;18967;e;17543;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;31;e;30;e
;;Heizöl, leicht;60249;e;55250;e
;;Heizöl, schwer;67964;e;62291;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3828476;e;3696534;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1336126;e;1320155;e
;;Speicherwasser;56053;e;55681;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;.;;.;
;;Pumpspeicher ohne natürlichen Zufluss;454688;e;444781;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;8602;e;6934;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;386854;e;351097;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;79974;e;77581;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3358;e;3102;e
;;Deponiegas;4655;e;4448;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;8595;e;7934;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);73735;e;59074;e
;;Abfall (Hausmüll, Siedlungsabfälle);878418;e;687163;e
;;Kernenergie;8805444;e;8345577;e
;;Wärme;34855;e;32725;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;41641183;e;38854794;e
;Dezember;Steinkohlen;9311025;e;8517085;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12686065;e;11780186;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;9964;e;8866;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;20144;e;18841;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;72471;e;67206;e
;;Heizöl, schwer;45974;e;42069;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3978042;e;3848957;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1137815;e;1122349;e
;;Speicherwasser;41811;e;41389;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;32841;e;30991;e
;;Pumpspeicher ohne natürlichen Zufluss;504206;e;493093;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;9726;e;7999;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;389879;e;353745;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;85092;e;82544;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;3143;e;2868;e
;;Deponiegas;5383;e;5103;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;7355;e;6775;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);67247;e;51666;e
;;Abfall (Hausmüll, Siedlungsabfälle);884580;e;686168;e
;;Kernenergie;9274447;e;8778879;e
;;Wärme;45510;e;43153;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;39152564;e;36488550;e
2014;Januar;Steinkohlen;11598345;e;10632024;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;14047380;e;13056483;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;12818;e;11394;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;29795;e;28046;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;33;e;29;e
;;Heizöl, leicht;56518;e;52271;e
;;Heizöl, schwer;33329;e;30709;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;4516962;e;4368136;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1223551;e;1208692;e
;;Speicherwasser;42105;e;41664;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;50012;e;.;
;;Pumpspeicher ohne natürlichen Zufluss;548922;e;537702;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;11574;e;8699;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;410903;e;372031;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;101818;e;99043;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2861;e;2748;e
;;Deponiegas;7240;e;6897;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;10903;e;10023;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);85716;e;67864;e
;;Abfall (Hausmüll, Siedlungsabfälle);886162;e;690549;e
;;Kernenergie;8904857;e;8429874;e
;;Wärme;37701;e;35796;e
;;Strom (Elektrokessel);-;;-;
;;Sonstige Energieträger;.;;.;
;;Andere Speicher;-;;-;
;;Insgesamt;43095569;e;40178581;e
;Februar;Steinkohlen;10129930;e;9292348;e
;;Steinkohlenkoks;-;;-;
;;Steinkohlenbriketts;-;;-;
;;Kohlenwertstoffe aus Steinkohle;-;;-;
;;Sonstige Steinkohlen;-;;-;
;;Rohbraunkohlen;12422653;e;11529059;e
;;Hartbraunkohlen;.;;.;
;;Braunkohlenbriketts;13319;e;11798;e
;;Braunkohlenkoks;.;;.;
;;Wirbelschichtkohle;.;;.;
;;Staub- und Trockenkohle;22858;e;21397;e
;;Sonstige Braunkohlen;-;;-;
;;Dieselkraftstoff;.;;.;
;;Heizöl, leicht;65354;e;59046;e
;;Heizöl, schwer;31670;e;29277;e
;;Flüssiggas;.;;.;
;;Raffineriegas;-;;-;
;;Petrolkoks;.;;.;
;;Sonstige Mineralölprodukte;.;;.;
;;Erdgas, Erdölgas;3468560;e;3353543;e
;;Grubengas;.;;.;
;;Kokereigas;.;;.;
;;Hochofengas;.;;.;
;;Sonstige hergestellte Gase;-;;-;
;;Wasserstoff;-;;-;
;;Laufwasser;1055077;e;1039898;e
;;Speicherwasser;31031;e;30655;e
;;Pumpspeicherwasser;-;;-;
;;Pumpspeicher mit natürlichem Zufluss;35324;e;.;
;;Pumpspeicher ohne natürlichen Zufluss;489934;e;480678;e
;;Windkraft;-;;-;
;;Photovoltaik;-;;-;
;;Geothermie;8399;e;6522;e
;;Wärmepumpen (Erd- und Umweltwärme);-;;-;
;;Solarthermie;-;;-;
;;Feste biogene Stoffe;384138;e;347859;e
;;Flüssige biogene Stoffe;.;;.;
;;Biogas;90203;e;87062;e
;;Biomethan (Bioerdgas);-;;-;
;;Klärgas;2902;e;2785;e
;;Deponiegas;5645;e;5382;e
;;Sonstige erneuerbare Energien;.;;.;
;;Klärschlamm;10765;e;9872;e
;;Abfall (Hausmüll, Industrie);-;;-;
;;Abfall (Industrie);87286;e;69397;e
;;Abfall (Hausmüll, Siedlungsabfälle);841373;e;671451;e
;;Kernenergie;8457686;e;8007191;e
;;Wärme;43823;e;42354;e
